userId,movieId,rating,timestamp
4,2053,1.5,1115781852
4,2054,2.5,1115781869
4,2058,4.0,1113795730
4,2081,2.0,1117080056
4,2082,3.0,1115782226
4,2094,2.0,1127947426
4,2100,3.0,1127946541
4,2105,4.0,1114050399
4,2115,4.5,1113766516
4,2126,3.5,1117080375
4,2133,2.0,1123990012
4,2140,5.0,1113795962
4,2150,4.0,1115782215
4,2152,0.5,1115781964
4,2153,1.5,1123989799
4,2161,3.5,1113766303
4,2167,4.5,1123990333
4,2174,3.0,1113765688
4,2193,5.0,1117080583
4,2194,5.0,1113795751
4,2231,5.0,1145937515
4,2268,4.0,1113795701
4,2273,4.0,1113766046
4,2278,5.0,1113795873
4,2291,3.5,1117080144
4,2294,3.5,1115781885
4,2296,1.5,1127947215
4,2302,4.0,1113796595
4,2311,4.0,1114050350
4,2334,4.0,1117080370
4,2335,3.0,1115782192
4,2353,4.5,1113766212
4,2355,4.0,1113767362
4,2378,2.5,1114050334
4,2379,3.0,1145937815
4,2381,0.5,1135543160
4,2391,4.5,1114050361
4,2393,3.5,1115782190
4,2405,4.0,1113766308
4,2406,4.5,1123990506
4,2407,3.0,1127946550
4,2424,2.5,1127946558
4,2433,4.0,1113796604
4,2450,0.5,1113796599
4,2468,3.5,1115782199
4,2470,3.0,1127946534
4,2471,2.0,1127946663
4,2478,3.0,1115782224
4,2490,3.5,1114050356
4,2501,4.0,1123990171
4,2502,5.0,1113795823
4,2505,4.0,1113796581
4,2539,4.0,1145937751
4,2541,3.5,1113796334
4,2542,4.5,1123989812
4,2549,3.0,1114050677
4,2571,4.5,1113766771
4,2600,3.5,1115782208
4,2605,4.0,1117080220
4,2616,3.5,1117080288
4,2617,4.0,1117080079
4,2628,2.5,1127947479
4,2640,3.5,1135543152
4,2641,3.0,1123990161
4,2672,4.5,1114050326
4,2683,3.5,1113765602
4,2688,4.0,1115782173
4,2700,0.5,1123990467
4,2701,2.5,1127947375
4,2706,4.0,1113767371
4,2710,0.5,1123990427
4,2712,0.5,1114050129
4,2716,3.5,1113767272
4,2717,3.0,1114050302
4,2718,3.5,1115782178
4,2720,0.5,1127946609
4,2722,3.0,1115782170
4,2723,3.5,1113766828
4,2762,5.0,1113766522
4,2763,4.5,1113765935
4,2764,4.5,1115781888
4,2770,2.5,1113765913
4,2791,4.0,1113765917
4,2792,3.5,1115782158
4,2794,3.5,1115782145
4,2797,1.5,1113767409
4,2803,3.5,1113766273
4,2805,2.5,1127946603
4,2808,3.0,1115782152
4,2816,2.5,1123989912
4,2840,3.5,1115782168
4,2858,4.0,1113767137
4,2860,3.5,1113766885
4,2881,3.0,1113796578
4,2889,4.0,1113796769
4,2890,4.0,1113766769
4,2916,4.0,1113767359
4,2918,4.0,1113765933
4,2947,4.0,1117080268
4,2948,4.5,1113795839
4,2949,4.5,1113795841
4,2953,0.5,1123989825
4,2959,5.0,1113766484
4,2985,3.0,1114050111
4,2986,1.5,1115782135
4,2987,3.5,1113765655
4,2989,4.0,1117080229
4,2990,3.5,1113796589
4,2991,4.5,1117080588
4,2993,4.0,1113766809
4,2997,4.0,1113765605
4,3000,4.5,1123990042
4,3020,3.5,1113795910
4,3033,5.0,1117080284
4,3039,3.5,1113797198
4,3052,4.5,1113795812
4,3063,3.0,1117080533
4,3082,4.0,1113766022
4,3087,3.5,1145937661
4,3107,4.0,1115782122
4,3113,3.5,1113766812
4,3114,3.0,1113767394
4,3146,3.5,1114050292
4,3156,3.5,1113796316
4,3173,4.0,1113796318
4,3190,3.5,1113766176
4,3208,4.0,1113796776
4,3247,1.5,1117080225
4,3248,0.5,1113796765
4,3249,3.0,1115781862
4,3250,4.0,1127946600
4,3252,4.5,1117080629
4,3253,2.5,1115782150
4,3254,2.0,1113796567
4,3255,4.0,1113766277
4,3256,5.0,1113795709
4,3263,2.0,1123991858
4,3264,3.5,1145937802
4,3268,0.5,1114050659
4,3275,4.5,1113795711
4,3298,4.5,1113766820
4,3300,3.5,1113766824
4,3301,4.5,1114050310
4,3316,3.0,1114050632
4,3354,3.5,1113796563
4,3388,3.0,1113766172
4,3448,4.0,1114050088
4,3452,4.0,1114050296
4,3479,4.0,1204592919
4,3481,2.5,1115782062
4,3489,4.0,1114050229
4,3513,4.0,1117080265
4,3527,4.5,1113795778
4,3552,4.0,1117080271
4,3555,4.0,1115782053
4,3578,5.0,1113765922
4,3593,1.0,1115782046
4,3608,1.5,1115782110
4,3617,4.0,1113766029
4,3623,2.5,1114050114
4,3635,4.5,1113797188
4,3638,4.0,1113766027
4,3639,3.5,1204592829
4,3697,3.5,1117080246
4,3698,4.0,1113796323
4,3702,4.0,1114050314
4,3703,4.0,1114050307
4,3704,3.0,1114050233
4,3717,4.5,1113766287
4,3740,4.5,1117080214
4,3745,4.5,1123991864
